Task,ci,ci,ci,drs,drs,drs,ds,ds,ds,qa,qa,qa,rc,rc,rc
Metric,accuracy,set_size,coverage_rate,accuracy,set_size,coverage_rate,accuracy,set_size,coverage_rate,accuracy,set_size,coverage_rate,accuracy,set_size,coverage_rate
smollm-1.7b,0.19607843137254902,4.111111111111111,0.9444444444444443,0.8866666666666667,1.8433333333333335,0.98,0.37999999999999995,2.8000000000000003,1.0,0.28758169934640526,4.261437908496732,0.9411764705882352,0.37254901960784315,3.947712418300654,0.9673202614379085
smollm-135m,0.30718954248366015,4.310457516339869,0.9771241830065359,1.0,1.5,1.0,0.66,3.533333333333333,0.9899999999999999,0.23529411764705885,5.218954248366013,0.9281045751633986,0.326797385620915,3.9771241830065365,0.9509803921568628
smollm-360m,0.22222222222222224,4.15359477124183,0.9346405228758169,0.18000000000000002,2.4,0.9866666666666667,0.07333333333333335,2.6166666666666667,0.9666666666666667,0.23529411764705885,5.352941176470588,0.9477124183006537,0.3006535947712418,4.166666666666667,0.9738562091503268
